"CODICE_REGIONE","CODICE_PROVINCIA","SIGLA_AUTOMOBILISTICA","ID_COMUNE","CODICE_COMUNE","LABEL_COMUNE_IT","LABEL_COMUNE_DE","DATA_INIZIO_VALIDITA","DATA_FINE_VALIDITA"
"00","018","PV","018863-(1861-03-17)","018863","SAN VARESE","","17-03-1861","01-06-1871"
"00","018","PV","018863-(1871-06-01)","018863","SAN VARESE","","01-06-1871","01-06-1871"
"00","018","PV","018864-(1861-03-17)","018864","SAN ZENO","","17-03-1861","12-05-1863"
"00","018","PV","018864-(1863-05-12)","018864","SAN ZENO E FOPPA","","12-05-1863","01-01-1868"
"00","018","PV","018864-(1868-01-01)","018864","SAN ZENO E FOPPA","","01-01-1868","01-01-1868"
"00","018","PV","018865-(1861-03-17)","018865","SANT'ALBANO","","17-03-1861","12-05-1863"
"00","018","PV","018865-(1863-05-12)","018865","SANT'ALBANO DI BOBBIO","","12-05-1863","15-06-1929"
"00","018","PV","018865-(1929-06-15)","018865","SANT'ALBANO DI BOBBIO","","15-06-1929","15-06-1929"
"00","018","PV","018866-(1861-03-17)","018866","SANTA MARGHERITA","","17-03-1861","14-02-1864"
"00","018","PV","018866-(1864-02-14)","018866","SANTA MARGHERITA DI BOBBIO","","14-02-1864","28-05-1929"
"00","018","PV","018866-(1929-05-28)","018866","SANTA MARGHERITA DI BOBBIO","","28-05-1929","28-05-1929"
"00","018","PV","018867-(1861-03-17)","018867","SANTA MARGHERITA","","17-03-1861","12-05-1863"
"00","018","PV","018867-(1863-05-12)","018867","SANTA MARGHERITA PO","","12-05-1863","01-01-1873"
"00","018","PV","018867-(1873-01-01)","018867","SANTA MARGHERITA PO","","01-01-1873","01-01-1873"
"00","018","PV","018868-(1861-03-17)","018868","SPIRAGO","","17-03-1861","01-01-1873"
"00","018","PV","018868-(1873-01-01)","018868","SPIRAGO","","01-01-1873","01-01-1873"
"00","018","PV","018869-(1861-03-17)","018869","STAGHIGLIONE","","17-03-1861","29-11-1928"
"00","018","PV","018869-(1928-11-29)","018869","STAGHIGLIONE","","29-11-1928","29-11-1928"
"00","018","PV","018870-(1861-03-17)","018870","TERRASA","","17-03-1861","29-11-1928"
"00","018","PV","018870-(1928-11-29)","018870","TERRASA","","29-11-1928","29-11-1928"
"00","018","PV","018871-(1861-03-17)","018871","TORRADELLO","","17-03-1861","01-01-1873"
"00","018","PV","018871-(1873-01-01)","018871","TORRADELLO","","01-01-1873","01-01-1873"
"00","018","PV","018872-(1861-03-17)","018872","TORRE BERETTI","","17-03-1861","28-07-1928"
"00","018","PV","018872-(1928-07-28)","018872","TORRE BERETTI","","28-07-1928","28-07-1928"
"00","018","PV","018873-(1861-03-17)","018873","TORRE DE' TORTI","","17-03-1861","01-01-1873"
"00","018","PV","018873-(1873-01-01)","018873","TORRE DE' TORTI","","01-01-1873","01-01-1873"
"00","018","PV","018874-(1861-03-17)","018874","TORRE DEL MANGANO","","17-03-1861","01-06-1871"
"00","018","PV","018874-(1871-06-01)","018874","TORRE DEL MANGANO","","01-06-1871","21-03-1929"
"00","018","PV","018874-(1871-06-01)","018874","TORRE DEL MANGANO","","01-06-1871","21-03-1929"
"00","018","PV","018874-(1871-06-01)","018874","TORRE DEL MANGANO","","01-06-1871","21-03-1929"
"00","018","PV","018874-(1929-03-21)","018874","TORRE DEL MANGANO","","21-03-1929","21-03-1929"
"00","018","PV","018875-(1861-03-17)","018875","TORRE DEL MONTE","","17-03-1861","29-11-1928"
"00","018","PV","018875-(1928-11-29)","018875","TORRE DEL MONTE","","29-11-1928","29-11-1928"
"00","018","PV","018876-(1861-03-17)","018876","TORRIANO","","17-03-1861","01-01-1873"
"00","016","BG","016147-(1929-05-14)","016147","OLTRESSENDA ALTA","","14-05-1929","14-05-1929"
"00","016","BG","016148-(1861-03-17)","016148","ONETA","","17-03-1861","01-01-1948"
"03","016","BG","016148-(1948-01-01)","016148","ONETA","","01-01-1948","31-12-9999"
"00","016","BG","016149-(1861-03-17)","016149","ONORE","","17-03-1861","20-11-1927"
"00","016","BG","016149-(1927-11-20)","016149","ONORE","","20-11-1927","20-11-1927"
"00","016","BG","016150-(1861-03-17)","016150","ORIO","","17-03-1861","27-09-1863"
"00","016","BG","016150-(1863-09-27)","016150","ORIO AL SERIO","","27-09-1863","01-01-1948"
"03","016","BG","016150-(1948-01-01)","016150","ORIO AL SERIO","","01-01-1948","26-11-1954"
"03","016","BG","016150-(1954-11-26)","016150","ORIO AL SERIO","","26-11-1954","13-02-2010"
"03","016","BG","016150-(1954-11-26)","016150","ORIO AL SERIO","","26-11-1954","13-02-2010"
"03","016","BG","016150-(2010-02-13)","016150","ORIO AL SERIO","","13-02-2010","31-12-9999"
"00","016","BG","016151-(1861-03-17)","016151","ORNICA","","17-03-1861","01-01-1948"
"03","016","BG","016151-(1948-01-01)","016151","ORNICA","","01-01-1948","31-12-9999"
"00","016","BG","016152-(1861-03-17)","016152","OSIO SOPRA","","17-03-1861","01-01-1948"
"03","016","BG","016152-(1948-01-01)","016152","OSIO SOPRA","","01-01-1948","31-12-9999"
"00","016","BG","016153-(1861-03-17)","016153","OSIO SOTTO","","17-03-1861","01-01-1948"
"03","016","BG","016153-(1948-01-01)","016153","OSIO SOTTO","","01-01-1948","31-12-9999"
"00","016","BG","016154-(1861-03-17)","016154","PAGAZZANO","","17-03-1861","01-01-1948"
"03","016","BG","016154-(1948-01-01)","016154","PAGAZZANO","","01-01-1948","31-12-9999"
"00","016","BG","016155-(1861-03-17)","016155","PALADINA","","17-03-1861","17-05-1929"
"00","016","BG","016155-(1929-05-17)","016155","PALADINA","","17-05-1929","01-01-1948"
"00","016","BG","016155-(1929-05-17)","016155","PALADINA","","17-05-1929","01-01-1948"
"00","016","BG","016155-(1929-05-17)","016155","PALADINA","","17-05-1929","01-01-1948"
"03","016","BG","016155-(1948-01-01)","016155","PALADINA","","01-01-1948","02-06-1970"
"03","016","BG","016155-(1970-06-02)","016155","PALADINA","","02-06-1970","31-12-9999"
"03","016","BG","016155-(1970-06-02)","016155","PALADINA","","02-06-1970","31-12-9999"
"00","016","BG","016156-(1861-03-17)","016156","PALAZZAGO","","17-03-1861","01-01-1948"
"03","016","BG","016156-(1948-01-01)","016156","PALAZZAGO","","01-01-1948","31-12-9999"
"00","016","BG","016157-(1861-03-17)","016157","PALOSCO","","17-03-1861","01-01-1948"
"03","016","BG","016157-(1948-01-01)","016157","PALOSCO","","01-01-1948","31-12-9999"
"00","016","BG","016158-(1861-03-17)","016158","PARRE","","17-03-1861","06-08-1927"
"00","016","BG","016158-(1927-08-06)","016158","PARRE","","06-08-1927","01-01-1948"
"03","016","BG","016158-(1948-01-01)","016158","PARRE","","01-01-1948","31-12-9999"
"00","016","BG","016159-(1861-03-17)","016159","PARZANICA","","17-03-1861","01-01-1948"
"03","016","BG","016159-(1948-01-01)","016159","PARZANICA","","01-01-1948","31-12-9999"
"00","016","BG","016160-(1861-03-17)","016160","PEDRENGO","","17-03-1861","09-09-1927"
"00","016","BG","016160-(1927-09-09)","016160","PEDRENGO","","09-09-1927","01-01-1948"
"03","016","BG","016160-(1948-01-01)","016160","PEDRENGO","","01-01-1948","31-12-9999"
"00","016","BG","016161-(1861-03-17)","016161","PEIA","","17-03-1861","01-01-1948"
"03","016","BG","016161-(1948-01-01)","016161","PEIA","","01-01-1948","31-12-9999"
"00","016","BG","016162-(1861-03-17)","016162","PIANICO","","17-03-1861","01-01-1948"
"03","016","BG","016162-(1948-01-01)","016162","PIANICO","","01-01-1948","31-12-9999"
"00","016","BG","016163-(1861-03-17)","016163","PIARIO","","17-03-1861","14-05-1929"
"00","016","BG","016163-(1929-05-14)","016163","PIARIO","","14-05-1929","14-05-1929"
"00","016","BG","016164-(1861-03-17)","016164","PIAZZA","","17-03-1861","27-09-1863"
"00","016","BG","016164-(1863-09-27)","016164","PIAZZA BREMBANA","","27-09-1863","14-09-1927"
"00","016","BG","016164-(1927-09-14)","016164","PIAZZA BREMBANA","","14-09-1927","14-09-1927"
"00","016","BG","016165-(1861-03-17)","016165","PIAZZATORRE","","17-03-1861","01-01-1948"
"03","016","BG","016165-(1948-01-01)","016165","PIAZZATORRE","","01-01-1948","31-12-9999"
"00","016","BG","016166-(1861-03-17)","016166","PIAZZOLO","","17-03-1861","01-01-1948"
"03","016","BG","016166-(1948-01-01)","016166","PIAZZOLO","","01-01-1948","15-06-1980"
"03","016","BG","016166-(1980-06-15)","016166","PIAZZOLO","","15-06-1980","31-12-9999"
"00","016","BG","016167-(1861-03-17)","016167","POGNANO","","17-03-1861","01-01-1948"
"03","016","BG","016167-(1948-01-01)","016167","POGNANO","","01-01-1948","31-12-9999"
"00","016","BG","016168-(1861-03-17)","016168","PONTE DI NOSSA","","17-03-1861","04-02-1920"
"00","016","BG","016168-(1920-02-04)","016168","PONTE DI NOSSA","","04-02-1920","06-08-1927"
"00","016","BG","016168-(1927-08-06)","016168","PONTE DI NOSSA","","06-08-1927","25-09-1928"
"00","016","BG","016168-(1928-09-25)","016168","NOSSA","","25-09-1928","30-09-1947"
"00","016","BG","016168-(1928-09-25)","016168","NOSSA","","25-09-1928","30-09-1947"
"00","016","BG","016168-(1947-09-30)","016168","NOSSA","","30-09-1947","01-01-1948"
"03","016","BG","016168-(1948-01-01)","016168","NOSSA","","01-01-1948","24-05-1956"
"03","016","BG","016168-(1956-05-24)","016168","PONTE NOSSA","","24-05-1956","31-12-9999"
"00","016","BG","016169-(1861-03-17)","016169","PONTERANICA","","17-03-1861","01-01-1948"
"03","016","BG","016169-(1948-01-01)","016169","PONTERANICA","","01-01-1948","06-03-1970"
"03","016","BG","016169-(1970-03-06)","016169","PONTERANICA","","06-03-1970","31-12-9999"
"03","016","BG","016169-(1970-03-06)","016169","PONTERANICA","","06-03-1970","31-12-9999"
"00","016","BG","016170-(1861-03-17)","016170","PONTE SAN PIETRO","","17-03-1861","01-08-1879"
"00","016","BG","016170-(1879-08-01)","016170","PONTE SAN PIETRO","","01-08-1879","07-01-1928"
"00","016","BG","016170-(1928-01-07)","016170","PONTE SAN PIETRO","","07-01-1928","01-01-1948"
"00","016","BG","016170-(1928-01-07)","016170","PONTE SAN PIETRO","","07-01-1928","01-01-1948"
"03","016","BG","016170-(1948-01-01)","016170","PONTE SAN PIETRO","","01-01-1948","06-03-1948"
"03","016","BG","016170-(1948-03-06)","016170","PONTE SAN PIETRO","","06-03-1948","02-08-1962"
"03","016","BG","016170-(1962-08-02)","016170","PONTE SAN PIETRO","","02-08-1962","01-03-1964"
"03","016","BG","016170-(1964-03-01)","016170","PONTE SAN PIETRO","","01-03-1964","31-12-9999"
"03","017","BS","017119-(1948-01-01)","017119","NUVOLENTO","","01-01-1948","31-12-9999"
"00","017","BS","017120-(1861-03-17)","017120","NUVOLERA","","17-03-1861","01-01-1948"
"03","017","BS","017120-(1948-01-01)","017120","NUVOLERA","","01-01-1948","31-12-9999"
"00","017","BS","017121-(1861-03-17)","017121","ODOLO","","17-03-1861","01-01-1948"
"03","017","BS","017121-(1948-01-01)","017121","ODOLO","","01-01-1948","31-12-9999"
"00","017","BS","017122-(1861-03-17)","017122","OFFLAGA","","17-03-1861","16-02-1928"
"00","017","BS","017122-(1928-02-16)","017122","OFFLAGA","","16-02-1928","01-01-1948"
"00","017","BS","017122-(1928-02-16)","017122","OFFLAGA","","16-02-1928","01-01-1948"
"03","017","BS","017122-(1948-01-01)","017122","OFFLAGA","","01-01-1948","31-12-9999"
"00","017","BS","017123-(1861-03-17)","017123","OME","","17-03-1861","19-06-1928"
"00","017","BS","017123-(1928-06-19)","017123","OME","","19-06-1928","01-01-1948"
"03","017","BS","017123-(1948-01-01)","017123","OME","","01-01-1948","01-03-1948"
"03","017","BS","017123-(1948-03-01)","017123","OME","","01-03-1948","31-12-9999"
"00","017","BS","017124-(1861-03-17)","017124","ONO","","17-03-1861","14-06-1863"
"00","017","BS","017124-(1863-06-14)","017124","ONO SAN PIETRO","","14-06-1863","24-11-1927"
"00","017","BS","017124-(1927-11-24)","017124","ONO SAN PIETRO","","24-11-1927","24-11-1927"
"00","017","BS","017125-(1861-03-17)","017125","ORZINUOVI","","17-03-1861","24-12-1927"
"00","017","BS","017125-(1927-12-24)","017125","ORZINUOVI","","24-12-1927","01-01-1948"
"03","017","BS","017125-(1948-01-01)","017125","ORZINUOVI","","01-01-1948","31-12-9999"
"00","017","BS","017126-(1861-03-17)","017126","ORZIVECCHI","","17-03-1861","01-01-1948"
"03","017","BS","017126-(1948-01-01)","017126","ORZIVECCHI","","01-01-1948","31-12-9999"
"00","017","BS","017127-(1861-03-17)","017127","OSPITALETTO","","17-03-1861","01-01-1948"
"03","017","BS","017127-(1948-01-01)","017127","OSPITALETTO","","01-01-1948","05-05-1995"
"03","017","BS","017127-(1995-05-05)","017127","OSPITALETTO","","05-05-1995","31-12-9999"
"00","017","BS","017128-(1861-03-17)","017128","OSSIMO","","17-03-1861","01-01-1948"
"03","017","BS","017128-(1948-01-01)","017128","OSSIMO","","01-01-1948","13-02-1963"
"03","017","BS","017128-(1963-02-13)","017128","OSSIMO","","13-02-1963","31-12-9999"
"00","017","BS","017129-(1861-03-17)","017129","PADENGHE","","17-03-1861","07-04-1928"
"00","017","BS","017129-(1928-04-07)","017129","PADENGHE","","07-04-1928","12-09-1947"
"00","017","BS","017129-(1928-04-07)","017129","PADENGHE","","07-04-1928","12-09-1947"
"00","017","BS","017129-(1947-09-12)","017129","PADENGHE","","12-09-1947","04-10-1947"
"00","017","BS","017129-(1947-10-04)","017129","PADENGHE","","04-10-1947","01-01-1948"
"03","017","BS","017129-(1948-01-01)","017129","PADENGHE","","01-01-1948","25-04-1958"
"03","017","BS","017129-(1958-04-25)","017129","PADENGHE SUL GARDA","","25-04-1958","31-12-9999"
"00","017","BS","017130-(1861-03-17)","017130","PADERNO","","17-03-1861","10-01-1863"
"00","017","BS","017130-(1863-01-10)","017130","PADERNO FRANCIACORTA","","10-01-1863","01-01-1948"
"03","017","BS","017130-(1948-01-01)","017130","PADERNO FRANCIACORTA","","01-01-1948","31-12-9999"
"00","017","BS","017132-(1861-03-17)","017132","PAITONE","","17-03-1861","16-08-1928"
"00","017","BS","017132-(1928-08-16)","017132","PAITONE","","16-08-1928","16-08-1928"
"00","017","BS","017133-(1861-03-17)","017133","PALAZZOLO","","17-03-1861","30-09-1862"
"00","017","BS","017133-(1862-09-30)","017133","PALAZZOLO SULL'OGLIO","","30-09-1862","01-01-1948"
"03","017","BS","017133-(1948-01-01)","017133","PALAZZOLO SULL'OGLIO","","01-01-1948","26-05-1962"
"03","017","BS","017133-(1962-05-26)","017133","PALAZZOLO SULL'OGLIO","","26-05-1962","31-12-9999"
"03","017","BS","017133-(1962-05-26)","017133","PALAZZOLO SULL'OGLIO","","26-05-1962","31-12-9999"
"00","017","BS","017134-(1861-03-17)","017134","PARATICO","","17-03-1861","01-01-1948"
"03","017","BS","017134-(1948-01-01)","017134","PARATICO","","01-01-1948","31-12-9999"
"00","017","BS","017135-(1861-03-17)","017135","PASPARDO","","17-03-1861","24-12-1927"
"00","017","BS","017135-(1927-12-24)","017135","PASPARDO","","24-12-1927","24-12-1927"
"00","017","BS","017136-(1861-03-17)","017136","PASSIRANO","","17-03-1861","25-09-1867"
"00","017","BS","017136-(1867-09-25)","017136","PASSIRANO","","25-09-1867","25-09-1928"
"00","017","BS","017136-(1928-09-25)","017136","PASSIRANO","","25-09-1928","28-05-1929"
"00","017","BS","017136-(1929-05-28)","017136","PASSIRANO","","28-05-1929","01-01-1948"
"03","017","BS","017136-(1948-01-01)","017136","PASSIRANO","","01-01-1948","05-05-1995"
"03","017","BS","017136-(1995-05-05)","017136","PASSIRANO","","05-05-1995","31-12-9999"
"00","017","BS","017137-(1861-03-17)","017137","PAVONE","","17-03-1861","18-12-1862"
"00","017","BS","017137-(1862-12-18)","017137","PAVONE DEL MELLA","","18-12-1862","01-01-1948"
"03","017","BS","017137-(1948-01-01)","017137","PAVONE DEL MELLA","","01-01-1948","31-12-9999"
"00","017","BS","017138-(1861-03-17)","017138","PEDERGNAGA","","17-03-1861","27-12-1927"
"00","017","BS","017138-(1927-12-27)","017138","PEDERGNAGA","","27-12-1927","24-03-1928"
"00","017","BS","017138-(1927-12-27)","017138","PEDERGNAGA","","27-12-1927","24-03-1928"
"00","017","BS","017138-(1927-12-27)","017138","PEDERGNAGA","","27-12-1927","24-03-1928"
"00","017","BS","017138-(1928-03-24)","017138","PEDERGNAGA ORIANO","","24-03-1928","01-01-1948"
"03","017","BS","017138-(1948-01-01)","017138","PEDERGNAGA ORIANO","","01-01-1948","02-10-1964"
"03","017","BS","017138-(1964-10-02)","017138","SAN PAOLO","","02-10-1964","31-12-9999"
"00","017","BS","017141-(1861-03-17)","017141","PEZZAZE","","17-03-1861","01-01-1948"
"03","017","BS","017141-(1948-01-01)","017141","PEZZAZE","","01-01-1948","07-02-1963"
"03","017","BS","017141-(1963-02-07)","017141","PEZZAZE","","07-02-1963","31-12-9999"
"00","017","BS","017142-(1861-03-17)","017142","PIANO","","17-03-1861","21-02-1863"
"00","017","BS","017142-(1863-02-21)","017142","PIAN CAMUNO","","21-02-1863","21-02-1929"
"00","017","BS","017142-(1929-02-21)","017142","PIAN D'ARTOGNE","","21-02-1929","01-01-1948"
"00","017","BS","017142-(1929-02-21)","017142","PIAN D'ARTOGNE","","21-02-1929","01-01-1948"
"03","017","BS","017142-(1948-01-01)","017142","PIAN D'ARTOGNE","","01-01-1948","14-02-1957"
"00","018","PV","018089-(1861-03-17)","018089","MENCONICO","","17-03-1861","28-05-1929"
"00","018","PV","018089-(1929-05-28)","018089","MENCONICO","","28-05-1929","01-01-1948"
"03","018","PV","018089-(1948-01-01)","018089","MENCONICO","","01-01-1948","31-12-9999"
"00","018","PV","018090-(1861-03-17)","018090","MEZZANA BIGLI","","17-03-1861","01-01-1948"
"03","018","PV","018090-(1948-01-01)","018090","MEZZANA BIGLI","","01-01-1948","27-07-1989"
"03","018","PV","018090-(1989-07-27)","018090","MEZZANA BIGLI","","27-07-1989","31-12-9999"
"00","018","PV","018091-(1861-03-17)","018091","MEZZANA RABATTONE","","17-03-1861","01-07-1873"
"00","018","PV","018091-(1873-07-01)","018091","MEZZANA RABATTONE","","01-07-1873","01-01-1948"
"03","018","PV","018091-(1948-01-01)","018091","MEZZANA RABATTONE","","01-01-1948","31-12-9999"
"00","018","PV","018092-(1861-03-17)","018092","MEZZANINO","","17-03-1861","01-01-1948"
"03","018","PV","018092-(1948-01-01)","018092","MEZZANINO","","01-01-1948","17-10-1979"
"03","018","PV","018092-(1979-10-17)","018092","MEZZANINO","","17-10-1979","31-12-9999"
"03","018","PV","018092-(1979-10-17)","018092","MEZZANINO","","17-10-1979","31-12-9999"
"00","018","PV","018093-(1861-03-17)","018093","MIRADOLO","","17-03-1861","01-01-1873"
"00","018","PV","018093-(1873-01-01)","018093","MIRADOLO","","01-01-1873","25-03-1938"
"00","018","PV","018093-(1938-03-25)","018093","MIRADOLO TERME","","25-03-1938","01-01-1948"
"03","018","PV","018093-(1948-01-01)","018093","MIRADOLO TERME","","01-01-1948","31-12-9999"
"00","018","PV","018094-(1861-03-17)","018094","MONTALTO","","17-03-1861","12-05-1863"
"00","018","PV","018094-(1863-05-12)","018094","MONTALTO PAVESE","","12-05-1863","05-02-1939"
"00","018","PV","018094-(1939-02-05)","018094","MONTALTO PAVESE","","05-02-1939","01-01-1948"
"03","018","PV","018094-(1948-01-01)","018094","MONTALTO PAVESE","","01-01-1948","31-12-9999"
"00","018","PV","018095-(1861-03-17)","018095","MONTEBELLO","","17-03-1861","01-01-1948"
"03","018","PV","018095-(1948-01-01)","018095","MONTEBELLO","","01-01-1948","30-03-1958"
"03","018","PV","018095-(1958-03-30)","018095","MONTEBELLO DELLA BATTAGLIA","","30-03-1958","31-12-9999"
"00","018","PV","018096-(1861-03-17)","018096","MONTECALVO","","17-03-1861","12-05-1863"
"00","018","PV","018096-(1863-05-12)","018096","MONTECALVO VERSIGGIA","","12-05-1863","01-01-1948"
"03","018","PV","018096-(1948-01-01)","018096","MONTECALVO VERSIGGIA","","01-01-1948","31-12-9999"
"00","018","PV","018097-(1861-03-17)","018097","MONTESCANO","","17-03-1861","13-06-1929"
"00","018","PV","018097-(1929-06-13)","018097","MONTESCANO","","13-06-1929","13-06-1929"
"00","018","PV","018098-(1861-03-17)","018098","MONTESEGALE","","17-03-1861","18-01-1906"
"00","018","PV","018098-(1906-01-18)","018098","MONTESEGALE","","18-01-1906","01-01-1948"
"03","018","PV","018098-(1948-01-01)","018098","MONTESEGALE","","01-01-1948","31-12-9999"
"00","018","PV","018099-(1861-03-17)","018099","MONTICELLI","","17-03-1861","12-05-1863"
"00","018","PV","018099-(1863-05-12)","018099","MONTICELLI PAVESE","","12-05-1863","01-01-1948"
"03","018","PV","018099-(1948-01-01)","018099","MONTICELLI PAVESE","","01-01-1948","31-12-9999"
"00","018","PV","018100-(1861-03-17)","018100","MONTÙ BECCARIA","","17-03-1861","01-01-1948"
"03","018","PV","018100-(1948-01-01)","018100","MONTÙ BECCARIA","","01-01-1948","31-12-9999"
"00","018","PV","018101-(1861-03-17)","018101","MORNICO","","17-03-1861","12-05-1863"
"00","018","PV","018101-(1863-05-12)","018101","MORNICO LOSANA","","12-05-1863","01-01-1948"
"03","018","PV","018101-(1948-01-01)","018101","MORNICO LOSANA","","01-01-1948","31-12-9999"
"00","018","PV","018102-(1861-03-17)","018102","MORTARA","","17-03-1861","01-01-1948"
"03","018","PV","018102-(1948-01-01)","018102","MORTARA","","01-01-1948","31-12-9999"
"00","018","PV","018103-(1861-03-17)","018103","NICORVO","","17-03-1861","01-01-1948"
"03","018","PV","018103-(1948-01-01)","018103","NICORVO","","01-01-1948","31-12-9999"
"00","018","PV","018104-(1861-03-17)","018104","OLEVANO","","17-03-1861","12-05-1863"
"00","018","PV","018104-(1863-05-12)","018104","OLEVANO DI LOMELLINA","","12-05-1863","01-01-1948"
"03","018","PV","018104-(1948-01-01)","018104","OLEVANO DI LOMELLINA","","01-01-1948","31-12-9999"
"00","018","PV","018105-(1861-03-17)","018105","OLIVA","","17-03-1861","12-05-1863"
"00","018","PV","018105-(1863-05-12)","018105","OLIVA GESSI","","12-05-1863","16-10-1928"
"00","018","PV","018105-(1928-10-16)","018105","OLIVA GESSI","","16-10-1928","16-10-1928"
"00","018","PV","018106-(1861-03-17)","018106","OTTOBIANO","","17-03-1861","01-01-1948"
"03","018","PV","018106-(1948-01-01)","018106","OTTOBIANO","","01-01-1948","31-12-9999"
"00","018","PV","018107-(1861-03-17)","018107","PALESTRO","","17-03-1861","01-01-1948"
"03","018","PV","018107-(1948-01-01)","018107","PALESTRO","","01-01-1948","31-12-9999"
"00","018","PV","018108-(1861-03-17)","018108","PANCARANA","","17-03-1861","01-07-1873"
"00","018","PV","018108-(1873-07-01)","018108","PANCARANA","","01-07-1873","01-01-1948"
"03","018","PV","018108-(1948-01-01)","018108","PANCARANA","","01-01-1948","31-12-9999"
"00","018","PV","018109-(1861-03-17)","018109","PARONA","","17-03-1861","01-01-1948"
"03","018","PV","018109-(1948-01-01)","018109","PARONA","","01-01-1948","31-12-9999"
"00","018","PV","018110-(1861-03-17)","018110","PAVIA","","17-03-1861","01-09-1883"
"00","018","PV","018110-(1883-09-01)","018110","PAVIA","","01-09-1883","13-07-1939"
"00","018","PV","018110-(1939-07-13)","018110","PAVIA","","13-07-1939","01-01-1948"
"00","018","PV","018110-(1939-07-13)","018110","PAVIA","","13-07-1939","01-01-1948"
"00","018","PV","018110-(1939-07-13)","018110","PAVIA","","13-07-1939","01-01-1948"
"00","018","PV","018110-(1939-07-13)","018110","PAVIA","","13-07-1939","01-01-1948"
"00","018","PV","018110-(1939-07-13)","018110","PAVIA","","13-07-1939","01-01-1948"
"03","018","PV","018110-(1948-01-01)","018110","PAVIA","","01-01-1948","19-02-2005"
"03","018","PV","018110-(2005-02-19)","018110","PAVIA","","19-02-2005","31-12-9999"
"00","018","PV","018111-(1861-03-17)","018111","PIETRA DE' GIORGI","","17-03-1861","01-01-1948"
"03","018","PV","018111-(1948-01-01)","018111","PIETRA DE' GIORGI","","01-01-1948","31-12-9999"
"00","018","PV","018112-(1861-03-17)","018112","PIEVE ALBIGNOLA","","17-03-1861","01-01-1869"
"00","018","PV","018112-(1869-01-01)","018112","PIEVE ALBIGNOLA","","01-01-1869","01-01-1948"
"00","019","CR","019038-(1861-03-17)","019038","CROTTA D'ADDA","","17-03-1861","01-01-1948"
"03","019","CR","019038-(1948-01-01)","019038","CROTTA D'ADDA","","01-01-1948","31-12-9999"
"00","019","CR","019039-(1861-03-17)","019039","CUMIGNANO","","17-03-1861","10-01-1863"
"00","019","CR","019039-(1863-01-10)","019039","CUMIGNANO SUL NAVIGLIO","","10-01-1863","01-01-1948"
"03","019","CR","019039-(1948-01-01)","019039","CUMIGNANO SUL NAVIGLIO","","01-01-1948","31-12-9999"
"00","019","CR","019040-(1861-03-17)","019040","DEROVERE","","17-03-1861","14-06-1868"
"00","019","CR","019040-(1868-06-14)","019040","DEROVERE","","14-06-1868","01-01-1948"
"00","019","CR","019040-(1868-06-14)","019040","DEROVERE","","14-06-1868","01-01-1948"
"03","019","CR","019040-(1948-01-01)","019040","DEROVERE","","01-01-1948","31-12-9999"
"00","019","CR","019041-(1861-03-17)","019041","DOVERA","","17-03-1861","18-08-1868"
"00","019","CR","019041-(1868-08-18)","019041","DOVERA","","18-08-1868","01-01-1948"
"03","019","CR","019041-(1948-01-01)","019041","DOVERA","","01-01-1948","31-12-9999"
"00","019","CR","019042-(1861-03-17)","019042","DRIZZONA","","17-03-1861","01-01-1868"
"00","019","CR","019042-(1868-01-01)","019042","DRIZZONA","","01-01-1868","01-01-1948"
"00","019","CR","019042-(1868-01-01)","019042","DRIZZONA","","01-01-1868","01-01-1948"
"03","019","CR","019042-(1948-01-01)","019042","DRIZZONA","","01-01-1948","01-01-2019"
"03","019","CR","019042-(2019-01-01)","019042","DRIZZONA","","01-01-2019","01-01-2019"
"00","019","CR","019043-(1861-03-17)","019043","FIESCO","","17-03-1861","01-01-1948"
"03","019","CR","019043-(1948-01-01)","019043","FIESCO","","01-01-1948","31-12-9999"
"00","019","CR","019044-(1861-03-17)","019044","FORMIGARA","","17-03-1861","19-02-1938"
"00","019","CR","019044-(1938-02-19)","019044","FORMIGARA","","19-02-1938","01-01-1948"
"00","019","CR","019044-(1938-02-19)","019044","FORMIGARA","","19-02-1938","01-01-1948"
"03","019","CR","019044-(1948-01-01)","019044","FORMIGARA","","01-01-1948","27-07-1984"
"03","019","CR","019044-(1984-07-27)","019044","FORMIGARA","","27-07-1984","31-12-9999"
"00","019","CR","019047-(1861-03-17)","019047","GENIVOLTA","","17-03-1861","01-01-1948"
"03","019","CR","019047-(1948-01-01)","019047","GENIVOLTA","","01-01-1948","31-12-9999"
"00","019","CR","019048-(1861-03-17)","019048","GERRE DE' CAPRIOLI","","17-03-1861","01-01-1948"
"03","019","CR","019048-(1948-01-01)","019048","GERRE DE' CAPRIOLI","","01-01-1948","31-12-9999"
"00","019","CR","019049-(1861-03-17)","019049","GOMBITO","","17-03-1861","19-02-1938"
"00","019","CR","019049-(1938-02-19)","019049","GOMBITO","","19-02-1938","01-01-1948"
"03","019","CR","019049-(1948-01-01)","019049","GOMBITO","","01-01-1948","27-07-1984"
"03","019","CR","019049-(1984-07-27)","019049","GOMBITO","","27-07-1984","31-12-9999"
"00","019","CR","019050-(1861-03-17)","019050","GRONTARDO","","17-03-1861","02-07-1868"
"00","019","CR","019050-(1868-07-02)","019050","GRONTARDO","","02-07-1868","01-01-1948"
"00","019","CR","019050-(1868-07-02)","019050","GRONTARDO","","02-07-1868","01-01-1948"
